"","EnhancerID","Gene","Hit","EnhancerCoordinates","Distance","NearestGene","log2fc","P","FDR"
"60","Enh13","PSMB4",FALSE,"chr1:151494712-151495132",95362,FALSE,-0.0407146586279027,0.3200512,0.896397577785792
"61","Enh13","POGZ",FALSE,"chr1:151494712-151495132",35428,FALSE,0.0370652627074292,0.9365184,0.996721243660655
"62","Enh13","TUFT1",FALSE,"chr1:151494712-151495132",45383,FALSE,0.0130203359583452,0.4202048,0.925683047446084
"63","Enh13","SNX27",FALSE,"chr1:151494712-151495132",117084,FALSE,-0.0101408602310882,0.9849024,0.998882222268688
"64","Enh13","MRPL9",FALSE,"chr1:151494712-151495132",268574,FALSE,0.0320056119799948,0.3497408,0.910790240743198
"65","Enh13","OAZ3",FALSE,"chr1:151494712-151495132",267977,FALSE,0.00357966102858299,0.9311488,0.996721243660655
"66","Enh13","THEM4",FALSE,"chr1:151494712-151495132",414715,FALSE,0.0324491825063916,0.9055296,0.994137741461354
"67","Enh13","S100A10",FALSE,"chr1:151494712-151495132",498937,FALSE,-0.0557494212113647,0.8198528,0.993216648980182
"68","Enh15","ADAR",FALSE,"chr1:155094391-155094678",466521,FALSE,-0.0537129146393139,0.3906176,0.919818500273141
"69","Enh15","PMVK",FALSE,"chr1:155094391-155094678",157815,FALSE,-0.0303712766207885,0.8638848,0.993216648980182
"70","Enh15","PBXIP1",FALSE,"chr1:155094391-155094678",138411,FALSE,0.0630465894901244,0.4921536,0.940074791539597
"71","Enh15","PYGO2",FALSE,"chr1:155094391-155094678",130681,FALSE,0.0309481140847388,0.9811072,0.998218038919486
"72","Enh15","SHC1",FALSE,"chr1:155094391-155094678",120139,FALSE,-0.0245058396164856,0.5160448,0.943425110325581
"73","Enh15","CKS1B",FALSE,"chr1:155094391-155094678",119881,FALSE,-0.05185887104589,0.991424,0.999499453066495
"74","Enh15","FLAD1",FALSE,"chr1:155094391-155094678",111196,FALSE,0.056975492853745,0.784992,0.988326188532556
"75","Enh15","ZBTB7B",FALSE,"chr1:155094391-155094678",91904,FALSE,0.0325384210115323,0.2935232,0.887547353390491
"76","Enh15","ADAM15",FALSE,"chr1:155094391-155094678",43968,FALSE,-0.0424776004291582,0.549056,0.950413086312041
"77","Enh15","EFNA4",FALSE,"chr1:155094391-155094678",30797,FALSE,0.0713011652533148,0.2440128,0.857859227548709
"78","Enh15","SLC50A1",FALSE,"chr1:155094391-155094678",40810,FALSE,0.0916064089765424,0.1647232,0.795478929353234
"79","Enh15","DPM3",FALSE,"chr1:155094391-155094678",46061,FALSE,0.108667059209608,0.1513536,0.77970335066313
"80","Enh15","KRTCAP2",FALSE,"chr1:155094391-155094678",78941,FALSE,-0.00574590182017398,0.47056,0.933138069349532
"81","Enh15","TRIM46",FALSE,"chr1:155094391-155094678",79253,FALSE,0.0390154868171934,0.2362752,0.849934601019935
"82","Enh15","THBS3",FALSE,"chr1:155094391-155094678",114517,FALSE,-0.0184967808863921,0.4901184,0.939789707509881
"83","Enh15","MTX1",FALSE,"chr1:155094391-155094678",114165,FALSE,-0.0199565921296291,0.9551616,0.996721243660655
"84","Enh15","GBA",FALSE,"chr1:155094391-155094678",150165,FALSE,0.00392550681610017,0.5014336,0.940356759561278
"85","Enh15","FAM189B",FALSE,"chr1:155094391-155094678",160949,FALSE,-0.013440410452441,0.5513472,0.950600837692646
"86","Enh15","SCAMP3",FALSE,"chr1:155094391-155094678",167896,FALSE,0.0632104208195616,0.3995904,0.921786724041605
"87","Enh15","CLK2",FALSE,"chr1:155094391-155094678",183957,FALSE,-0.00253388882624342,0.5940544,0.960464282058762
"88","Enh15","FDPS",FALSE,"chr1:155094391-155094678",214214,FALSE,-0.0290528810434232,0.7077312,0.978203417171357
"89","Enh15","RUSC1",FALSE,"chr1:155094391-155094678",226360,FALSE,-0.0833412124574559,0.0541376,0.570018040705563
"90","Enh15","ASH1L",FALSE,"chr1:155094391-155094678",468273,FALSE,-0.00416105905143212,0.9743552,0.997823734736842
"91","Enh15","ASH1L-AS1",FALSE,"chr1:155094391-155094678",467508,FALSE,-0.0537130063404128,0.0101184,0.268865293150685
"92","Enh17","ARHGEF2",FALSE,"chr1:156505282-156505616",498379,FALSE,-0.037041481854804,0.6104192,0.965300475570033
"93","Enh17","SSR2",FALSE,"chr1:156505282-156505616",484498,FALSE,0.0398403521463674,0.3100672,0.895019123809524
"94","Enh17","UBQLN4",FALSE,"chr1:156505282-156505616",451651,FALSE,0.00132805239789475,0.536832,0.947300315669775
"95","Enh17","LAMTOR2",FALSE,"chr1:156505282-156505616",450697,FALSE,-0.0347467765707678,0.473472,0.933138069349532
"96","Enh17","MEX3A",FALSE,"chr1:156505282-156505616",422984,FALSE,-0.0477729523222616,0.231872,0.847028789463782
"97","Enh17","LMNA",FALSE,"chr1:156505282-156505616",422876,FALSE,-0.0951696387403787,0.3827392,0.916565880493827
"98","Enh17","SLC25A44",FALSE,"chr1:156505282-156505616",311517,FALSE,0.0206562922504959,0.5553088,0.950600837692646
"99","Enh17","PMF1",FALSE,"chr1:156505282-156505616",292456,FALSE,0.0190449856127978,0.6920576,0.973615465895954
"100","Enh17","BGLAP",FALSE,"chr1:156505282-156505616",263265,FALSE,0.0182969819020959,0.7531776,0.982631957831123
"101","Enh17","SMG5",FALSE,"chr1:156505282-156505616",222624,FALSE,0.0938094339233286,0.1257792,0.742709903196347
"102","Enh17","TMEM79",FALSE,"chr1:156505282-156505616",222514,FALSE,-0.000391834896128831,0.6071552,0.965258228769639
"103","Enh17","GLMP",FALSE,"chr1:156505282-156505616",209760,FALSE,-0.0179448455947352,0.191136,0.820256761061947
"104","Enh17","CCT3",FALSE,"chr1:156505282-156505616",137576,FALSE,0.0735642312203342,0.0090432,0.254203887364621
"105","Enh17","MEF2D",FALSE,"chr1:156505282-156505616",4670,FALSE,-0.0699620693316693,0.0726272,0.620992843956044
"106","Enh17","IQGAP3",FALSE,"chr1:156505282-156505616",67155,FALSE,0.0334768993537017,0.5032192,0.940356759561278
"107","Enh17","NAXE",FALSE,"chr1:156505282-156505616",86313,FALSE,0.0542622208160314,0.8631616,0.993216648980182
"108","Enh17","GPATCH4",FALSE,"chr1:156505282-156505616",96047,FALSE,0.146549056130674,0.0444608,0.55195415552
"109","Enh17","NES",FALSE,"chr1:156505282-156505616",171958,FALSE,0.00372497379771936,0.4044032,0.922383783192789
"110","Enh17","CRABP2",FALSE,"chr1:156505282-156505616",200367,FALSE,-0.112740467611639,0.4485632,0.92925542427314
"111","Enh17","ISG20L2",FALSE,"chr1:156505282-156505616",223350,FALSE,0.0470762474520464,0.7460224,0.982631957831123
"112","Enh17","RRNAD1",FALSE,"chr1:156505282-156505616",222993,FALSE,0.0477893635416414,0.108448,0.7052931
"113","Enh17","MRPL24",FALSE,"chr1:156505282-156505616",236141,FALSE,0.0543465135619732,0.4587328,0.933138069349532
"114","Enh17","HDGF",FALSE,"chr1:156505282-156505616",261476,FALSE,-0.0741485173417482,0.8695936,0.993216648980182
"115","Enh17","PRCC",FALSE,"chr1:156505282-156505616",245161,FALSE,0.0248655076842604,0.6912192,0.973615465895954
"116","Enh17","PEAR1",FALSE,"chr1:156505282-156505616",388249,FALSE,-0.0479423241042625,0.4366528,0.92925542427314
"117","Enh18","DUSP23",FALSE,"chr1:160101101-160101332",320284,FALSE,-0.00647196987570466,0.5219072,0.943425110325581
"118","Enh18","TAGLN2",FALSE,"chr1:160101101-160101332",175484,FALSE,-0.102321785061875,0.3856384,0.918376361986511
"119","Enh18","LINC01133",FALSE,"chr1:160101101-160101332",143181,FALSE,-0.0782290116720437,0.7922688,0.989292849428801
"120","Enh18","PIGM",FALSE,"chr1:160101101-160101332",69226,FALSE,-0.0229111986095676,0.3809024,0.915083488297214
"121","Enh18","IGSF8",FALSE,"chr1:160101101-160101332",2273,TRUE,-0.0117463924163937,0.5801088,0.958692286015609
"122","Enh18","PEA15",FALSE,"chr1:160101101-160101332",104121,FALSE,-0.0890216602340775,0.0361984,0.503395177464789
"123","Enh18","DCAF8",FALSE,"chr1:160101101-160101332",161315,FALSE,0.0452436584683827,0.22832,0.845956070229008
"124","Enh18","PEX19",FALSE,"chr1:160101101-160101332",185132,FALSE,0.0327754292920739,0.5319168,0.944971966491188
"125","Enh18","COPA",FALSE,"chr1:160101101-160101332",242057,FALSE,-0.0125707081482452,0.7864192,0.988326188532556
"126","Enh18","NCSTN",FALSE,"chr1:160101101-160101332",242100,FALSE,0.0166837775011908,0.8562496,0.993216648980182
"127","Enh23","SDHB",FALSE,"chr1:17531728-17532439",477914,FALSE,0.025022298643263,0.2594496,0.870027488793841
"128","Enh23","LINC02783",FALSE,"chr1:17531728-17532439",342301,FALSE,0.0172892513632007,0.1146944,0.720315073752013
"129","Enh23","RCC2",FALSE,"chr1:17531728-17532439",92407,FALSE,0.0066814728409978,0.1096256,0.7052931
"130","Enh23","ARHGEF10L",FALSE,"chr1:17531728-17532439",7614,TRUE,-0.0441342442246459,0.0225536,0.418644455502392
"131","Enh24","COP1",FALSE,"chr1:175885358-175885563",321826,FALSE,-0.0118585583877127,0.9055616,0.994137741461354
"132","Enh25","SMG7",FALSE,"chr1:183609325-183609585",137239,FALSE,-0.118483477889084,0.5238528,0.94362058008778
"133","Enh25","NCF2",FALSE,"chr1:183609325-183609585",18579,FALSE,0.00950080228974272,0.3586496,0.912590554602031
"134","Enh25","ARPC5",FALSE,"chr1:183609325-183609585",26328,FALSE,-0.0175484402230086,0.8847424,0.993216648980182
"135","Enh25","RGL1",FALSE,"chr1:183609325-183609585",26630,FALSE,-0.0696604253245296,0.0999744,0.692459949330955
"136","Enh25","COLGALT2",FALSE,"chr1:183609325-183609585",428274,FALSE,-0.0262877311076067,0.997632,0.999499453066495
"137","Enh25","TSEN15",FALSE,"chr1:183609325-183609585",442196,FALSE,-0.0126041156451331,0.970112,0.997823734736842
"138","Enh27","NAV1",FALSE,"chr1:202085966-202086296",463246,FALSE,-0.00479081939365699,0.635648,0.968493094037146
"139","Enh27","IPO9",FALSE,"chr1:202085966-202086296",256982,FALSE,-0.02446996335465,0.8766144,0.993216648980182
"140","Enh27","SHISA4",FALSE,"chr1:202085966-202086296",197451,FALSE,0.045799076990364,0.7260928,0.982413163190184
"141","Enh27","LMOD1",TRUE,"chr1:202085966-202086296",139543,FALSE,-0.178123115612744,0.0008384,0.0508124279069768
"142","Enh27","TIMM17A",FALSE,"chr1:202085966-202086296",130628,FALSE,0.0312730520078126,0.9010624,0.994137741461354
"143","Enh27","RNPEP",FALSE,"chr1:202085966-202086296",103759,FALSE,-0.0336875899709068,0.4330688,0.92925542427314
"144","Enh27","ARL8A",FALSE,"chr1:202085966-202086296",58612,FALSE,0.0950640293756153,0.0793088,0.640329843080125
"145","Enh27","UBE2T",FALSE,"chr1:202085966-202086296",255849,FALSE,-0.0889858440991534,0.300608,0.892550623423423
"146","Enh27","PPP1R12B",FALSE,"chr1:202085966-202086296",262568,FALSE,-0.01394915289139,0.6558976,0.969538860430558
"147","Enh28","RABIF",FALSE,"chr1:203327366-203327668",438368,FALSE,0.0715230432431909,0.3468928,0.91031661182832
"148","Enh28","KLHL12",FALSE,"chr1:203327366-203327668",398881,FALSE,0.0114582682352177,0.6688,0.971882071798695
"149","Enh28","ADIPOR1",FALSE,"chr1:203327366-203327668",368945,FALSE,-0.0622517051416442,0.36512,0.913859018981772
"150","Enh28","CYB5R1",FALSE,"chr1:203327366-203327668",360242,FALSE,-0.0306827316225367,0.3665728,0.913859018981772
"151","Enh28","TMEM183A",FALSE,"chr1:203327366-203327668",320143,FALSE,0.0509001228445323,0.2318784,0.847028789463782
"152","Enh28","BTG2",FALSE,"chr1:203327366-203327668",22026,TRUE,-0.0637549961922037,0.108864,0.7052931
"153","Enh28","ATP2B4",FALSE,"chr1:203327366-203327668",299044,FALSE,-0.0594807422504743,0.517632,0.943425110325581
"154","Enh29","RABIF",FALSE,"chr1:203327856-203328068",438813,FALSE,0.0191486425250089,0.8220096,0.993216648980182
"155","Enh29","KLHL12",FALSE,"chr1:203327856-203328068",399326,FALSE,0.0537307888132764,0.4424448,0.92925542427314
"156","Enh29","ADIPOR1",FALSE,"chr1:203327856-203328068",369390,FALSE,0.0290761453292906,0.2428288,0.857050883492497
"157","Enh29","CYB5R1",FALSE,"chr1:203327856-203328068",360687,FALSE,0.0419237149580582,0.1817472,0.811521756501726
"158","Enh29","TMEM183A",FALSE,"chr1:203327856-203328068",320588,FALSE,-0.0185784525503711,0.5060352,0.940356759561278
"159","Enh29","BTG2",FALSE,"chr1:203327856-203328068",22471,TRUE,-0.0657176126383522,0.0766976,0.629731934814815
"160","Enh29","ATP2B4",FALSE,"chr1:203327856-203328068",298599,FALSE,-0.0697950424183423,0.007008,0.215774095238095
"161","Enh31","BTG2",FALSE,"chr1:203512788-203513193",207499,FALSE,-0.0753846000052413,0.1183104,0.727764920754717
"162","Enh31","ATP2B4",TRUE,"chr1:203512788-203513193",113571,FALSE,-0.422343744121206,1.92e-05,0.005958912
"163","Enh31","SNRPE",FALSE,"chr1:203512788-203513193",348609,FALSE,-0.00250418074490363,0.5705152,0.957473685448649
"164","Enh32","BTG2",FALSE,"chr1:203514047-203514507",208786,FALSE,-0.00655770444981723,0.5283264,0.944746367911987
"165","Enh32","ATP2B4",TRUE,"chr1:203514047-203514507",112284,FALSE,-0.372396274909171,3.84e-05,0.00763963076923077
"166","Enh32","SNRPE",FALSE,"chr1:203514047-203514507",347322,FALSE,0.0535433661654354,0.8101632,0.993183260686182
"167","Enh33","BTG2",FALSE,"chr1:203558319-203558787",253062,FALSE,0.00814022511760297,0.7364928,0.982413163190184
"168","Enh33","ATP2B4",TRUE,"chr1:203558319-203558787",68008,FALSE,-0.379940044030579,2.56e-05,0.00684932413793103
"169","Enh33","SNRPE",FALSE,"chr1:203558319-203558787",303046,FALSE,0.0897600482214012,0.415744,0.923208319268153
"170","Enh34","CAMK2N1",TRUE,"chr1:20493834-20494111",7762,TRUE,-0.214947625033757,0.0001792,0.0224260129032258
"171","Enh34","MUL1",FALSE,"chr1:20493834-20494111",14179,FALSE,-0.0346842169367017,0.1037568,0.699437124956971
"172","Enh34","PINK1",FALSE,"chr1:20493834-20494111",139486,FALSE,-0.117911849816216,0.2071744,0.836757617851583
"173","Enh34","DDOST",FALSE,"chr1:20493834-20494111",167572,FALSE,-0.0621031972272878,0.7470656,0.982631957831123
"174","Enh34","KIF17",FALSE,"chr1:20493834-20494111",224045,FALSE,-0.00926501400389981,0.7510784,0.982631957831123
"175","Enh34","SH2D5",FALSE,"chr1:20493834-20494111",238865,FALSE,0.0133516551970007,0.928256,0.996721243660655
"176","Enh34","HP1BP3",FALSE,"chr1:20493834-20494111",293351,FALSE,0.00520834930464354,0.4081344,0.922383783192789
"177","Enh36","LAMB3",FALSE,"chr1:209875399-209875810",223179,FALSE,0.000299605750524549,0.6394496,0.968676997072028
"178","Enh36","UTP25",FALSE,"chr1:209875399-209875810",47632,FALSE,-0.0379631309544739,0.3261312,0.90269855442588
"179","Enh36","SYT14",FALSE,"chr1:209875399-209875810",25319,TRUE,-0.100884437184878,0.224544,0.844516188075618
"180","Enh36","SERTAD4-AS1",FALSE,"chr1:209875399-209875810",358443,FALSE,-0.0176306146826887,0.7263296,0.982413163190184
"181","Enh36","SERTAD4",FALSE,"chr1:209875399-209875810",357192,FALSE,0.00957098610827298,0.5640256,0.955518478253275
"182","Enh36","HHAT",FALSE,"chr1:209875399-209875810",452648,FALSE,-0.00296269510686067,0.6688192,0.971882071798695
"183","Enh37","LAMB3",FALSE,"chr1:209883156-209883798",231052,FALSE,0.0238107160322064,0.3032512,0.892550623423423
"184","Enh37","UTP25",FALSE,"chr1:209883156-209883798",55505,FALSE,-0.0582326526966408,0.172576,0.801806697005988
"185","Enh37","SYT14",TRUE,"chr1:209883156-209883798",17446,TRUE,-0.211230403384732,6.4e-05,0.00993152
"186","Enh37","SERTAD4-AS1",FALSE,"chr1:209883156-209883798",350570,FALSE,-0.0490125552315675,0.0419456,0.536171186820428
"187","Enh37","SERTAD4",FALSE,"chr1:209883156-209883798",349319,FALSE,-0.0392316865191465,0.093952,0.673105787626962
"188","Enh37","HHAT",FALSE,"chr1:209883156-209883798",444775,FALSE,-0.00597130504547626,0.3610304,0.913799735236859
"189","Enh39","UTP25",FALSE,"chr1:210250747-210250961",422882,FALSE,-0.058278632100089,0.4579712,0.933138069349532
"190","Enh39","SYT14",FALSE,"chr1:210250747-210250961",349931,FALSE,-0.0269713689483353,0.8630016,0.993216648980182
"191","Enh39","SERTAD4-AS1",FALSE,"chr1:210250747-210250961",16807,TRUE,-0.0611882258021519,0.3081408,0.893502780269058
"192","Enh39","SERTAD4",FALSE,"chr1:210250747-210250961",18058,FALSE,-0.00160253921509345,0.8208192,0.993216648980182
"193","Enh39","HHAT",FALSE,"chr1:210250747-210250961",77398,FALSE,-0.01366132487169,0.7211904,0.982413163190184
"194","Enh40","UTP25",FALSE,"chr1:210251168-210251868",423546,FALSE,0.00534940773648041,0.5824192,0.958692286015609
"195","Enh40","SYT14",FALSE,"chr1:210251168-210251868",350595,FALSE,-0.0621925914872818,0.3197184,0.896397577785792
"196","Enh40","SERTAD4-AS1",FALSE,"chr1:210251168-210251868",17471,TRUE,0.11229765355378,0.00224,0.106626748466258
"197","Enh40","SERTAD4",FALSE,"chr1:210251168-210251868",18722,FALSE,0.000305621961272373,0.6046208,0.964725193011305
"198","Enh40","HHAT",FALSE,"chr1:210251168-210251868",76734,FALSE,-0.00101440532459902,0.8354432,0.993216648980182
"199","Enh42","UTP25",FALSE,"chr1:210262514-210263249",434910,FALSE,-0.0113733302916284,0.7299456,0.982413163190184
"200","Enh42","SYT14",FALSE,"chr1:210262514-210263249",361959,FALSE,-0.0902985697605657,0.8160832,0.993216648980182
"201","Enh42","SERTAD4-AS1",FALSE,"chr1:210262514-210263249",28835,TRUE,-0.0954802578292153,0.0072896,0.220572130232558
"202","Enh42","SERTAD4",FALSE,"chr1:210262514-210263249",30086,FALSE,-0.0618978611828463,0.0297088,0.471544515918367
"203","Enh42","HHAT",FALSE,"chr1:210262514-210263249",65370,FALSE,0.0282374873095343,0.1626496,0.795331065579937
"204","Enh43","USP48",FALSE,"chr1:22114408-22114710",330953,FALSE,-0.0231496848083467,0.7795712,0.987517554352788
"205","Enh43","HSPG2",FALSE,"chr1:22114408-22114710",177249,FALSE,-0.0513753300020375,0.9353024,0.996721243660655
"206","Enh43","LINC00339",FALSE,"chr1:22114408-22114710",90001,FALSE,0.0460184776385015,0.2369664,0.850696186321627
"207","Enh43","CDC42",FALSE,"chr1:22114408-22114710",89048,FALSE,-0.100314662610078,0.0717312,0.620992843956044
"208","Enh43","ZBTB40",FALSE,"chr1:22114408-22114710",314279,FALSE,0.00306544201613682,0.4887104,0.938945424511018
"209","Enh45","PARP1",FALSE,"chr1:226815022-226815458",407147,FALSE,-0.0140100700784396,0.3584192,0.912590554602031
"210","Enh45","ITPKB",FALSE,"chr1:226815022-226815458",75917,FALSE,0.0296517166457784,0.4170688,0.924053917532838
"211","Enh45","PSEN2",FALSE,"chr1:226815022-226815458",54944,FALSE,-0.0221390210859897,0.4118976,0.923208319268153
"212","Enh45","COQ8A",FALSE,"chr1:226815022-226815458",82296,FALSE,-0.0468689533140414,0.0135232,0.317959117575758
"213","Enh46","CDC42BPA",FALSE,"chr1:227542217-227542888",224078,FALSE,0.0151975841817379,0.8989504,0.994137741461354
"214","Enh46","ZNF678",FALSE,"chr1:227542217-227542888",20991,TRUE,-0.0303162132201033,0.0331904,0.495907532307692
"215","Enh46","SNAP47",FALSE,"chr1:227542217-227542888",185987,FALSE,-0.0124251692633554,0.8727232,0.993216648980182
"216","Enh46","JMJD4",FALSE,"chr1:227542217-227542888",192859,FALSE,-0.00157143480894742,0.5934976,0.960191858578278
"217","Enh47","TRIM11",FALSE,"chr1:228842145-228842529",435502,FALSE,0.0619793198275318,0.439104,0.92925542427314
"218","Enh47","HIST3H2A",FALSE,"chr1:228842145-228842529",384464,FALSE,0.0336071355691954,0.5897856,0.959894215474942
"219","Enh47","RNF187",FALSE,"chr1:228842145-228842529",354955,FALSE,-0.0460753212865882,0.2060928,0.836757617851583
